"Guid","AboutMe","Alias","City","CommunityNickname","CompanyName","Country","DefaultGroupNotificationFrequency","Department","DigestFrequency","Division","Email","EmailEncodingKey","EmailPreferencesAutoBcc","EmailPreferencesAutoBccStayInTouch","EmailPreferencesStayInTouchReminder","EmployeeNumber","Extension","Fax","FederationIdentifier","FirstName","ForecastEnabled","GeocodeAccuracy","IsActive","LanguageLocaleKey","LastName","Latitude","LocaleSidKey","Longitude","ManagerId","MobilePhone","Phone","PostalCode","ReceivesAdminInfoEmails","ReceivesInfoEmails","SBQQ__DefaultProductLookupTab__c","SBQQ__DiagnosticToolEnabled__c","SBQQ__OutputFormatChangeAllowed__c","SBQQ__ProductSortPreference__c","SBQQ__ResetProductLookup__c","SBQQ__Theme__c","SenderEmail","SenderName","Signature","State","StayInTouchNote","StayInTouchSignature","StayInTouchSubject","Street","TimeZoneSidKey","Title","UserPermissionsAvantgoUser","UserPermissionsCallCenterAutoLogin","UserPermissionsInteractionUser","UserPermissionsKnowledgeUser","UserPermissionsMarketingUser","UserPermissionsOfflineUser","UserPermissionsSFContentUser","UserPermissionsSiteforceContributorUser","UserPermissionsSiteforcePublisherUser","UserPermissionsSupportUser","UserPermissionsWorkDotComUserFeature","UserPreferencesActivityRemindersPopup","UserPreferencesApexPagesDeveloperMode","UserPreferencesCacheDiagnostics","UserPreferencesContentEmailAsAndWhen","UserPreferencesContentNoEmail","UserPreferencesCreateLEXAppsWTShown","UserPreferencesDisCommentAfterLikeEmail","UserPreferencesDisMentionsCommentEmail","UserPreferencesDisProfPostCommentEmail","UserPreferencesDisableAllFeedsEmail","UserPreferencesDisableBookmarkEmail","UserPreferencesDisableChangeCommentEmail","UserPreferencesDisableEndorsementEmail","UserPreferencesDisableFileShareNotificationsForApi","UserPreferencesDisableFollowersEmail","UserPreferencesDisableLaterCommentEmail","UserPreferencesDisableLikeEmail","UserPreferencesDisableMentionsPostEmail","UserPreferencesDisableMessageEmail","UserPreferencesDisableProfilePostEmail","UserPreferencesDisableSharePostEmail","UserPreferencesEnableAutoSubForFeeds","UserPreferencesEventRemindersCheckboxDefault","UserPreferencesExcludeMailAppAttachments","UserPreferencesFavoritesShowTopFavorites","UserPreferencesFavoritesWTShown","UserPreferencesGlobalNavBarWTShown","UserPreferencesGlobalNavGridMenuWTShown","UserPreferencesHasCelebrationBadge","UserPreferencesHasSentWarningEmail","UserPreferencesHideBiggerPhotoCallout","UserPreferencesHideBrowseProductRedirectConfirmation","UserPreferencesHideCSNDesktopTask","UserPreferencesHideCSNGetChatterMobileTask","UserPreferencesHideChatterOnboardingSplash","UserPreferencesHideEndUserOnboardingAssistantModal","UserPreferencesHideLightningMigrationModal","UserPreferencesHideOnlineSalesAppWelcomeMat","UserPreferencesHideS1BrowserUI","UserPreferencesHideSecondChatterOnboardingSplash","UserPreferencesHideSfxWelcomeMat","UserPreferencesLightningExperiencePreferred","UserPreferencesNewLightningReportRunPageEnabled","UserPreferencesPathAssistantCollapsed","UserPreferencesPreviewCustomTheme","UserPreferencesPreviewLightning","UserPreferencesReceiveNoNotificationsAsApprover","UserPreferencesReceiveNotificationsAsDelegatedApprover","UserPreferencesRecordHomeReservedWTShown","UserPreferencesRecordHomeSectionCollapseWTShown","UserPreferencesReminderSoundOff","UserPreferencesReverseOpenActivitiesView","UserPreferencesSRHOverrideActivities","UserPreferencesShowCityToExternalUsers","UserPreferencesShowCityToGuestUsers","UserPreferencesShowCountryToExternalUsers","UserPreferencesShowCountryToGuestUsers","UserPreferencesShowEmailToExternalUsers","UserPreferencesShowEmailToGuestUsers","UserPreferencesShowFaxToExternalUsers","UserPreferencesShowFaxToGuestUsers","UserPreferencesShowForecastingChangeSignals","UserPreferencesShowManagerToExternalUsers","UserPreferencesShowManagerToGuestUsers","UserPreferencesShowMobilePhoneToExternalUsers","UserPreferencesShowMobilePhoneToGuestUsers","UserPreferencesShowPostalCodeToExternalUsers","UserPreferencesShowPostalCodeToGuestUsers","UserPreferencesShowProfilePicToGuestUsers","UserPreferencesShowStateToExternalUsers","UserPreferencesShowStateToGuestUsers","UserPreferencesShowStreetAddressToExternalUsers","UserPreferencesShowStreetAddressToGuestUsers","UserPreferencesShowTitleToExternalUsers","UserPreferencesShowTitleToGuestUsers","UserPreferencesShowWorkPhoneToExternalUsers","UserPreferencesShowWorkPhoneToGuestUsers","UserPreferencesSortFeedByComment","UserPreferencesSuppressEventSFXReminders","UserPreferencesSuppressTaskSFXReminders","UserPreferencesTaskRemindersCheckboxDefault","UserPreferencesUserDebugModePref","Username"
652ca2ae-6930-4e15-bf15-3599a84b9a4e,"I’m here to help you get started with Chatter. I’ll introduce you to features, create sample posts, and suggest tips and best practices.

I'm an automated user so you don't need to worry about privacy! I can't see any of your posts or files.

If I'm too noisy, have your admin or moderator deactivate me and I'll stop posting.",Chatter,"#N/A",Chatter Expert,AppOps QA8,US,N,"#N/A",D,"#N/A",noreply@chatter.salesforce.com,UTF-8,true,false,true,"#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A",true,en_US,Chatter Expert,"#N/A",en_US,"#N/A","#N/A","#N/A","#N/A","#N/A",false,true,"#N/A",false,false,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",America/Los_Angeles,"#N/A",false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,chatty.00d5e000001bn0qeas.9ik2lysjgu2n@chatter.salesforce.com
67ef2344-ea69-40d1-91c3-a6915f9f3553,"#N/A",jaagaard,"#N/A",User16297521949958201938,"#N/A","#N/A",N,"#N/A",D,"#N/A",jaagaard@prodly.co.invalid,UTF-8,true,false,true,"#N/A","#N/A","#N/A","#N/A",John,false,"#N/A",true,en_US,Aagaard,"#N/A",en_US,"#N/A","#N/A","#N/A","#N/A","#N/A",true,true,"#N/A",false,false,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",America/Los_Angeles,"#N/A",false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,true,false,jaagaard@prodly.co.qa8
6f014705-e486-43bf-8894-6a8fcdf0837c,"#N/A",bpark,"#N/A",User16268030302837321804,"#N/A","#N/A",N,"#N/A",D,"#N/A",bparkinson@prodly.co.invalid,UTF-8,true,false,true,"#N/A","#N/A","#N/A","#N/A",Brayden,false,"#N/A",true,en_US,Parkinson,"#N/A",en_US,"#N/A","#N/A","#N/A","#N/A","#N/A",true,true,"#N/A",false,false,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",America/Los_Angeles,"#N/A",false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,true,false,bparkionson@prodly.co.appopsqa8
7505c13b-fded-4800-a9a4-2ab4bb9f6d9d,"#N/A",lzhda,"#N/A",User16444347509358840815,"#N/A","#N/A",N,"#N/A",D,"#N/A",lzhdanovich@prodly.co.invalid,UTF-8,true,false,true,"#N/A","#N/A","#N/A","#N/A",Luda,false,"#N/A",true,en_US,Zhdanovich,"#N/A",en_US,"#N/A","#N/A",+357 99958689,"#N/A","#N/A",true,true,Guided Selling,false,false,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",America/Los_Angeles,"#N/A",false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,true,false,lzhdanovich@prodly.co.qa8
82b08b15-8159-4a45-ab6b-7941f0984e90,"#N/A",sec,"#N/A",User16458130321232922474,"#N/A","#N/A",N,"#N/A",N,"#N/A",noreply@salesforce.com.invalid,UTF-8,true,false,true,"#N/A","#N/A","#N/A","#N/A",Security,false,"#N/A",true,en_US,User,"#N/A",en_US,"#N/A","#N/A","#N/A","#N/A","#N/A",false,true,Guided Selling,false,false,"#N/A",false,"#N/A","#N/A",Salesforce Analytics,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",America/Los_Angeles,"#N/A",false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,true,false,insightssecurity@00d8g0000004zbsuam.com
9549fd7c-b045-46aa-b53c-a00ace836339,"#N/A",autoproc,"#N/A",automatedprocess,AppOps QA8,US,N,"#N/A",D,"#N/A",autoproc@00d5e000001bn0qeas,UTF-8,true,false,true,"#N/A","#N/A","#N/A","#N/A",Automated,false,"#N/A",true,en_US,Process,"#N/A",en_US,"#N/A","#N/A","#N/A","#N/A","#N/A",false,true,"#N/A",false,false,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",America/Los_Angeles,"#N/A",false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,autoproc@00d8g0000004zbsuam
9b017a2c-d75d-4eec-958c-8050e96b402b,"#N/A",gmichail,"#N/A",gmichail,"#N/A","#N/A",N,"#N/A",D,"#N/A",gmichail@prodly.co.invalid,UTF-8,true,false,true,"#N/A","#N/A","#N/A","#N/A",Georgios,false,"#N/A",true,en_US,Michail,"#N/A",en_US,"#N/A","#N/A","#N/A","#N/A","#N/A",true,true,Guided Selling,false,false,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",America/Los_Angeles,"#N/A",false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,true,false,gmichail@prodly.co.qa8
a2aa3ef1-5e1d-4872-bde6-221b1169a8f4,"#N/A",tal,"#N/A",User1646855606568337532,"#N/A","#N/A",N,"#N/A",D,"#N/A",prodly.tester@gmail.com.invalid,UTF-8,true,false,true,"#N/A","#N/A","#N/A","#N/A",Tester,false,"#N/A",true,en_US,AL,"#N/A",en_US,"#N/A","#N/A","#N/A","#N/A","#N/A",true,true,Guided Selling,false,false,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",America/Los_Angeles,"#N/A",false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,true,false,prodly.tester@gmail.com.qa8
a3aad695-3ed7-411e-b336-8be52d74f676,"#N/A",zklam,"#N/A",User1628023587241179111,"#N/A","#N/A",N,"#N/A",D,"#N/A",zklammer@prodly.co.invalid,UTF-8,true,false,true,"#N/A","#N/A","#N/A","#N/A",Zac,false,"#N/A",true,en_US,Klammer,"#N/A",en_US,"#N/A","#N/A","#N/A","#N/A","#N/A",true,true,"#N/A",false,false,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",America/Los_Angeles,"#N/A",false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,true,false,zklammer@prodly.co.qa8
b5d91506-f1e9-42c7-8243-ca4b2d937cbf,"#N/A",sb,"#N/A",User16535146740498270946,"#N/A","#N/A",N,"#N/A",D,"#N/A",sbangerter@prodly.co.invalid,UTF-8,true,false,true,"#N/A","#N/A","#N/A","#N/A",Spencer,false,"#N/A",true,en_US,B,"#N/A",en_US,"#N/A","#N/A","#N/A","#N/A","#N/A",true,true,Guided Selling,false,false,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",America/Los_Angeles,"#N/A",false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,true,false,sbangerter@prodly.co.qa8
cf637d94-19a1-4125-8211-ccf0b7624230,"#N/A",autocln,"#N/A",User15900402224046461834,AppOps QA8,US,N,"#N/A",N,"#N/A",automatedclean@00d5e000001bn0qeas,UTF-8,true,false,true,"#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A",true,en_US,Data.com Clean,"#N/A",en_US,"#N/A","#N/A","#N/A","#N/A","#N/A",false,true,"#N/A",false,false,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",America/Los_Angeles,"#N/A",false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,automatedclean@00d8g0000004zbsuam
e024858e-0422-46a7-853b-734be15631ce,"#N/A",platint,"#N/A",cloud1.5605824229159944E12,AppOps QA8,US,N,"#N/A",N,"#N/A",noreply@00d5e000001bn0qeas,UTF-8,true,false,true,"#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A",true,en_US,Platform Integration User,"#N/A",en_US,"#N/A","#N/A","#N/A","#N/A","#N/A",false,true,"#N/A",false,false,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",America/Los_Angeles,"#N/A",false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,cloud@00d8g0000004zbsuam
e39ce3d9-4d52-4f21-8df7-2b84225bedb1,"#N/A",integ,"#N/A",User16458130282421671077,"#N/A","#N/A",N,"#N/A",N,"#N/A",noreply@salesforce.com.invalid,UTF-8,true,false,true,"#N/A","#N/A","#N/A","#N/A",Integration,false,"#N/A",true,en_US,User,"#N/A",en_US,"#N/A","#N/A","#N/A","#N/A","#N/A",false,true,Guided Selling,false,false,"#N/A",false,"#N/A","#N/A",Salesforce Analytics,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",America/Los_Angeles,"#N/A",false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,true,false,integration@00d8g0000004zbsuam.com
f2a9c8e0-9f20-487a-9717-58d09b694ec0,"#N/A",asolo,"#N/A",User16323301638558152245,"#N/A","#N/A",N,"#N/A",D,"#N/A",asolonets@prodly.co.invalid,UTF-8,true,false,true,"#N/A","#N/A","#N/A","#N/A",Alex,false,"#N/A",true,en_US,Solonets,"#N/A",en_US,"#N/A","#N/A",+380 673926051,"#N/A","#N/A",true,true,Guided Selling,false,false,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",America/Los_Angeles,"#N/A",false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,true,false,asolonets@prodly.co.qa8
